tick,delta_ns
1366,198814000.63994613
1367,199418350.56699926
1368,198075799.52169433
1369,202859437.24333858
1370,201666614.3626467
1371,201656781.2172551
1372,275142215.06985056
1373,203192120.36993933
1374,199756013.7931982
1375,199930903.22765273
1376,202916831.95067734
1377,199620213.03265995
1378,203092135.2731818
1379,204275632.5733972
1380,203260724.92599544
1381,200041265.86561564
1382,200117555.0812705
1383,202238284.91541427
1384,200873946.5802218
1385,204737918.03834367
1386,203900119.03736696
1387,202501198.99318352
1388,203800016.6807386
1389,199958738.4213206
1390,200040105.17875788
1391,203245144.7909753
1392,204095720.00557613
1393,199920344.61886406
1394,216762216.54961368
1395,229588853.45001027
1396,240744628.40014106
1397,237870639.06702453
1398,218406157.1971564
1399,236758262.85070333
1400,229550722.7936916
1401,218819801.58839116
1402,219419945.33292323
1403,221630879.69608912
1404,237548584.65929034
1405,239400280.5823066
1406,213403507.98138967
1407,214233587.76728553
1408,227745727.22670493
1409,217258750.9556265
1410,231217798.11425927
1411,216159146.1799127
1412,224601451.59000185
1413,239681885.85520247
1414,214785399.12957978
1415,237050417.77325246
1416,227929532.5944411
1417,243112505.3699788
1418,240815973.11439687
1419,238787216.2972662
1420,228336703.06772825
1421,229037995.69663757
1422,236004740.7462102
1423,218223742.0835071
1424,234610338.34345675
1425,202285743.64550194
1426,202492673.89211452
1427,200872573.6637844
1428,202234138.64645812
1429,200725450.23573112
1430,201137428.354117
1431,199853986.2643636
1432,202376238.93923068
1433,196206936.2733918
1434,201380416.7790157
1435,199718392.76864484
1436,200069404.17303947
1437,201127010.05916843
1438,201032048.41729578
1439,203019911.7922473
1440,202377275.1908013
1441,201470391.01434597
1442,199324711.60569096
1443,196891516.03629655
1444,201425189.5110249
1445,204914152.260798
1446,213669771.74779633
1447,218839675.77411476
1448,215741398.42825335
1449,214312665.66742137
1450,216977243.93621367
1451,237825896.90110713
1452,234009550.61691716
1453,220501197.54588133
1454,224458657.2228946
1455,222294754.67781833
1456,240438966.56624162
1457,224620166.96799073
1458,231478327.19307813
1459,221459985.21491632
1460,240068424.8983257
1461,218556078.73787108
1462,240429001.66154915
1463,216030362.59258267
1464,236102285.16770887
1465,213963898.97860685
1466,237586382.79710805
1467,231224273.08938435
1468,241672801.93137985
1469,224698146.05874017
1470,219376703.1751386
1471,232696337.36872694
1472,218745895.14345762
1473,239779608.5518479
1474,295276151.36583763
1475,237120926.4738628
1476,233205751.88747603
1477,221245845.80950734
1478,213210418.42438537
1479,213297426.61996755
1480,217297788.3981465
1481,233636681.20511103
1482,231273839.46308884
1483,306286088.85654145
1484,225204464.1319015
1485,212395086.50585985
1486,236021740.8859077
1487,212789086.06874645
1488,202595789.11365312
1489,202090103.140883
1490,200337376.52692693
1491,198826647.08566782
1492,201577693.6140245
1493,202599536.9392896
1494,202590785.59852204
1495,203437004.1416421
1496,202411257.96785834
1497,197563832.90720707
1498,198085274.1606087
1499,203851660.61689097
1500,202916798.48599517
1501,199913382.63351974
1502,199590077.23569244
1503,201897606.22547927
1504,199017903.21688107
1505,199780821.67994496
1506,202484592.9396669
1507,200539360.21953735
1508,202813863.51040345
1509,198647638.86401603
1510,202438246.67321023
1511,206275845.37728965
1512,200334902.72702727
1513,203075169.88377094
1514,198700339.67100626
1515,199523969.4500663
1516,202847503.52251363
1517,200891315.35775137
1518,200640197.2861577
1519,201888017.12418953
1520,199307868.45211762
1521,201692760.72809497
1522,204303188.13833213
1523,202236518.37595722
1524,202374366.2379971
1525,201747271.2860589
1526,205594900.0607748
1527,198230000.7328574
1528,199511959.93049577
1529,204197400.65121007
1530,205043369.6171834
1531,202917076.41872948
1532,200323809.23747626
1533,201127923.14086428
1534,201997202.1554228
1535,205010178.51952603
1536,206237425.86540878
1537,203683586.31693432
1538,203704950.4196024
1539,198096124.85699436
1540,199530308.29218444
1541,201034721.36105195
1542,201422185.1182492
1543,204337824.56882805
1544,203442040.45414293
1545,202257817.24311253
1546,202266425.98104462
1547,201578372.73742622
1548,201231239.28920344
1549,200139548.09914187
1550,201154972.87931907
1551,199491682.45316067
1552,203740797.05832914
1553,200491250.9572568
1554,201749734.80704847
1555,199747665.4637219
1556,199477039.6737043
1557,201500606.10026017
1558,201067833.95392662
1559,200947684.59723148
1560,204831668.71899545
1561,200763613.06553805
1562,200082667.23295078
1563,203067846.9629874
1564,202053998.46239927
1565,206220481.87924752
1566,202200827.44938242
1567,200555948.73154068
1568,203604013.20213446
1569,202078662.71155927
1570,194570657.85748404
1571,202223845.33190703
1572,199191514.90876642
1573,201094006.21182412
1574,202287735.27697274
1575,202335017.76416898
1576,200143794.83793512
1577,204549085.2143293
1578,199528988.07057324
1579,197067959.04316005
1580,203196881.5020286
1581,273952585.7573824
1582,293093518.4296311
1583,202216018.80826464
1584,199284220.05028597
1585,201660873.13928688
1586,201365308.72147757
1587,199256082.72671065
1588,198355933.89388943
1589,197002161.00290468
1590,204172473.83984178
1591,203050105.35522324
1592,202116022.58203688
1593,201584499.19104227
1594,202525583.60916123
1595,202262893.4271861
1596,293258348.5491531
1597,201088684.1767818
1598,203492977.33584303
1599,199247484.67272305
1600,199364174.94835865
1601,200856678.2088741
1602,203724083.0765466
1603,203378677.2590551
1604,199967497.62886894
1605,200346148.99886617
1606,200739254.99322367
1607,200771031.916429
1608,201416062.07178062
1609,202046950.0156569
1610,201577462.40019262
1611,204614947.39749613
1612,200428034.55477104
1613,204645374.62356138
1614,199291687.84484458
1615,199318447.59037653
1616,201428103.88561463
1617,206923109.22414386
1618,199858283.7317039
1619,202050899.0204164
1620,195561059.61779314
1621,202711413.23764318
1622,201015380.58592957
1623,203005286.64758193
1624,203413782.07142386
1625,200306146.62507054
1626,198141545.986605
1627,204832754.24860907
1628,200360615.8997629
1629,202616066.54926652
1630,200053999.4242744
1631,201345285.7737557
1632,199707676.32887733
1633,202242545.3701933
1634,201361666.57295594
1635,204104183.40948057
1636,198830842.40041748
1637,203168461.07066932
1638,200146285.1399621
1639,201015233.74945506
1640,200294524.52646592
1641,205807334.9960224
1642,203243146.67760617
1643,202141375.65913782
1644,203627085.0364546
1645,200779511.86603796
1646,199153656.58124554
1647,201083300.22017497
1648,199878399.04605338
1649,201990233.53854257
1650,202344900.4667463
1651,204916322.05556792
1652,202360584.31068856
1653,203712390.17526254
1654,203740354.66061816
1655,202401060.01203012
1656,203372529.195123
1657,198045761.60131782
1658,201755377.57693315
1659,199940837.21254182
1660,205087307.21647304
1661,200637746.50293735
1662,205075805.40958884
1663,197662130.7833939
1664,202537749.04052216
1665,202181229.45716575
1666,201791499.90196362
1667,201458604.8894223
1668,202826990.34435877
1669,205536723.02083448
1670,201707992.88265374
1671,200969336.4614068
1672,201315752.5794902
1673,200904311.21195093
1674,203190588.41264054
1675,203763694.70700815
1676,203140926.2481153
1677,202765208.82002625
1678,202324979.27140906
1679,197304111.06029186
1680,199537520.60498828
1681,254574581.06210324
1682,204360502.38077185
1683,199225708.84520516
1684,201478105.0157474
1685,205128082.93924826
1686,204144561.50042558
1687,202626508.22420382
1688,199871258.83887535
1689,200567738.7276007
1690,282167195.5514036
1691,201955873.62832114
1692,200683587.31718674
1693,200183482.15046534
1694,197819703.82119516
1695,200668892.63000754
1696,200780992.79093143
1697,203425742.4375634
1698,204607000.79829612
1699,196975831.84601822
1700,202542055.8562054
1701,206855304.518677
1702,204302498.38471445
1703,200893895.44978482
1704,202937618.07185027
1705,201543458.19257239
1706,286465866.6904368
1707,205561279.70147064
1708,199929488.84030882
1709,204026464.48917326
1710,199844994.65121055
1711,202502128.28407943
1712,200823283.67476454
1713,201972468.35956833
1714,206805281.41411018
1715,200437310.9188942
1716,205570803.70790663
1717,199736454.85513502
1718,200924409.2531176
1719,204265492.06571203
1720,201599283.88434675
1721,201720599.6275574
1722,201288190.4640684
1723,201230959.50467926
1724,203670764.52476373
1725,202245536.7913789
1726,200037519.63072336
1727,203233239.42213452
1728,202492866.1620059
1729,203556056.1412168
1730,202656466.42704284
1731,202251567.01415345
1732,200422022.48543215
1733,199980883.70791903
1734,203089366.71609023
1735,201411572.25290298
1736,204037828.59689754
1737,203197467.9333002
1738,204998721.97416532
1739,200311108.41907632
1740,200686908.84941766
1741,201548590.0921488
1742,200835340.7917562
1743,203182497.89061007
1744,206024822.97178832
1745,202574809.26557803
1746,204627422.61101955
1747,200212325.7380234
1748,203812121.89446843
1749,286143946.1450548
1750,198908402.04916447
1751,201125762.18629777
1752,200121045.57889783
1753,204609242.53977352
1754,195901983.08474737
1755,200338749.20804718
1756,201228743.48065048
1757,257528199.460629
1758,204275341.60081977
1759,202622014.25424665
1760,203021023.47911847
1761,201253851.13239932
1762,199810997.89957932
1763,201667169.05362707
1764,202818604.98500103
1765,202026967.44155368
1766,200941372.53960368
1767,202684415.1919458
1768,202104325.07314587
1769,201462231.25002688
1770,201434159.93941963
1771,200836143.92589474
1772,198975221.76220933
1773,200889522.57879558
1774,201585054.84943393
1775,202322492.5306933
1776,203613298.33291116
1777,201411452.6763585
1778,199561020.84280607
1779,199442620.7278434
1780,200732219.56077248
1781,207085607.60124108
1782,200142476.76906967
1783,202164530.58884585
1784,200375452.2489349
1785,203717459.52982396
1786,201209287.31209
1787,205551120.73653746
1788,201467384.86012402
1789,201292568.06254488
1790,201599244.79858246
1791,276438688.3920276
1792,200834051.62718254
1793,202803604.06707025
1794,201427280.74282482
1795,200367735.60530013
1796,199584075.69409385
1797,201365825.05306414
1798,200123578.45768476
1799,204418536.66496083
1800,199862655.38640058
1801,201502457.5942039
1802,208213530.14959025
1803,202282426.02778468
1804,202714777.04785854
1805,200102283.8367828
1806,201386061.08556682
1807,201250932.09575465
1808,204223005.44295675
1809,203493162.33852622
1810,204822314.3369774
1811,199094099.62636325
1812,200858147.22671476
1813,198488687.9221567
1814,207315950.6384707
1815,201782225.16356635
1816,200052007.1127062
1817,200229968.9509335
1818,204880779.28512385
1819,193653623.1249881
1820,200028634.30989757
1821,200627919.01061425
1822,196932346.5918907
1823,202873887.23250827
1824,199883279.3766293
1825,200592235.9863767
1826,203313313.69272676
1827,201792654.46800062
1828,203945444.32107154
1829,205864568.28181505
1830,201501160.50273317
1831,202115791.20089626
1832,204553906.63840672
1833,197214429.31837142
1834,199508563.6073574
1835,202453061.74190924
1836,197624550.62736723
1837,203003826.81283522
1838,203535778.48181537
1839,201053063.35862306
1840,199953610.57030636
1841,200757328.55352587
1842,200756769.19392282
1843,199310298.9920866
1844,197209027.8723517
1845,198495778.09863135
1846,197339132.53376833
1847,200262537.69996515
1848,202412924.67806438
1849,204147312.84424818
1850,204748112.498343
1851,201071841.43704522
1852,198759619.87783894
1853,202109995.9636389
1854,197261176.2908132
1855,199127736.2327404
1856,202343600.44324756
1857,199084243.623858
1858,199629806.11460602
1859,199907613.96903062
1860,200820057.50806388
1861,206884327.59322107
1862,200650342.51382476
1863,202012043.99674067
1864,201389037.81195256
1865,201075773.63579863
1866,201650212.6157979
1867,203229956.54912204
1868,202834638.72640264
1869,200439071.21878242
1870,203909832.45302802
1871,201937330.25688574
1872,200801171.20046023
1873,203789188.92368415
1874,204053804.65027356
1875,200163718.57865322
1876,201774206.6727444
1877,200591121.35796085
1878,206484579.49798313
1879,202381152.20823684
1880,201421405.32528415
1881,201524310.71150452
1882,205537553.97300613
1883,199890841.97901288
1884,203667999.364561
1885,203058388.14510122
1886,200678242.97473463
1887,204724362.8978747
1888,201179813.99298435
1889,202399980.89338496
1890,203917393.58582667
1891,201106166.11491525
1892,201556903.02752513
1893,202623601.6838197
1894,200824774.48005426
1895,198476270.94300455
1896,199093053.3137763
1897,204690714.68596044
1898,202087476.57749185
1899,202638181.40909964
1900,200835276.50863397
1901,196999437.72627872
1902,200916771.52311227
1903,199106594.1930011
1904,202263420.3464292
1905,202432336.5205629
1906,201828215.5664101
1907,199468417.59995055
1908,200567908.58663255
1909,202437527.77488738
1910,202100157.54303053
1911,200701601.93394136
1912,200376246.399986
1913,203008943.61547974
1914,202511156.3943657
1915,199130610.46319386
1916,198546833.8655808
1917,202293779.2260363
1918,202836395.84049624
1919,203857242.38555107
1920,203042221.40130782
1921,202838096.4183011
1922,201751194.40174386
1923,200483060.7109098
1924,199253295.40330008
1925,203480517.561149
1926,200372795.43356827
1927,203837771.49274743
1928,201432421.38113073
1929,199859960.16504037
1930,201516867.00382763
1931,201178948.32097712
1932,198965560.2500396
1933,198316161.4392925
1934,202258550.34073576
1935,199998883.74616373
1936,202683787.63978502
1937,202400991.33405477
1938,202836191.57654405
1939,202287326.78782633
1940,202597170.71768877
1941,200162746.060628
1942,204531689.60178992
1943,199980079.3317121
1944,203426812.9440416
1945,202190301.79301074
1946,202974778.32917
1947,205162443.18602073
1948,199360132.09658843
1949,203513392.79715052
1950,200854735.6974907
1951,202354557.70370603
1952,202034708.49703413
1953,201666459.58647278
1954,199460219.8491909
1955,203030657.4413358
1956,199423428.6975506
1957,202434814.90973973
1958,201087890.20188197
1959,201087419.99441963
1960,202637222.75803128
1961,204644148.90374437
1962,204766072.134977
1963,195405316.64813426
1964,203944843.08550298
1965,201611834.68443304
1966,201473876.25210747
1967,205044785.93062285
1968,205220891.14369476
1969,205322293.58152196
1970,200757533.95412996
1971,203874767.78563172
1972,197688427.14074686
1973,199441428.03737003
1974,201171760.95803764
1975,201625146.5306353
1976,200326877.187232
1977,205093672.59054813
1978,201729780.44060233
1979,199276203.8164314
1980,199122014.72696605
1981,201532524.20037484
1982,200954128.99509707
1983,203528003.57185498
1984,199910120.7634902
1985,202498527.7977583
1986,204455855.58019596
1987,200261378.7122689
1988,203020549.1694542
1989,202205605.81164446
1990,202876585.5320492
1991,199233318.22564143
1992,204509315.89352733
1993,204813353.36976355
1994,199085495.69818065
1995,202854613.71918863
1996,211050695.55746445
1997,201716721.47849706
1998,204746906.41796777
1999,202575959.99007735
2000,198678639.5182495
2001,203674864.22578758
2002,203165505.21179712
2003,201900622.45675185
2004,201222147.73551622
2005,198582146.1022334
2006,204565438.99226665
2007,206800214.3900609
2008,200422471.78709754
2009,203069575.33072045
2010,198040076.8919277
2011,200130151.97550848
2012,202693106.65880194
2013,199136376.74364543
2014,199964572.56773797
2015,200624653.96982127
2016,202306394.2239106
2017,205697288.62820312
2018,203000076.8818328
2019,200876425.86698842
2020,203619178.8201476
2021,204355596.79314905
2022,201346408.27732432
2023,201459348.4183155
2024,203331156.1680136
2025,201903218.45411232
2026,202128982.33697814
2027,201819213.30095008
2028,200442368.30817235
2029,207380356.56798935
2030,199535632.7020181
2031,200771415.6865067
2032,203084302.8387279
2033,203653421.09415677
2034,201282210.3568934
2035,200627117.40686798
2036,201412078.2301671
2037,201001068.59151298
2038,203131151.88408542
2039,200105611.26688647
2040,200541006.14226025
2041,202768561.33865854
2042,202398350.86288893
2043,202495558.9824983
2044,203213403.35544828
2045,196730802.58157727
2046,201550682.04094666
2047,199024371.68532038
2048,202660158.72504002
2049,203293363.0735922
2050,204890264.35812467
2051,200532912.03740826
2052,198496057.52244863
2053,204680778.23871627
2054,201870768.5275493
2055,200304695.13529208
2056,203637156.66098928
2057,197342071.58013183
2058,201170356.9338297
2059,201894834.4656243
2060,201543585.70409748
2061,201694810.7920225
2062,201803247.450209
2063,201671770.65600654
2064,200719837.9936326
2065,200723490.10967523
2066,202634416.17980638
2067,205491831.77814174
2068,201672205.74139193
2069,205791497.1084363
2070,200632832.6568233
2071,201009932.45753902
2072,202222558.7623772
2073,206070165.18125343
2074,199850222.01343933
2075,199580137.83305508
2076,203134727.05456513
2077,202637648.52115777
2078,198880740.8702501
2079,202200486.04156816
2080,202675390.07240027
2081,201530477.17927036
2082,202957153.9948656
2083,201060346.3598276
2084,201428489.5004106
2085,199970869.02200702
2086,202020917.2435372
2087,200911147.58148578
2088,200637159.65831956
2089,202720383.0204984
2090,200066301.2866093
2091,202580730.4008049
2092,203819609.48101184
2093,200581872.19651982
2094,201399612.95518237
2095,200440163.9018034
2096,200900465.58356786
2097,203394751.77923813
2098,200708946.52556437
2099,197961703.67596972
2100,200443046.54032022
2101,200922085.69715193
2102,204705818.32697785
2103,202257038.04495475
2104,197470590.0393561
2105,199053789.63770708
2106,201538084.0171543
2107,202926288.04255366
2108,199766356.09548312
2109,201321478.00884166
2110,200608532.67196205
2111,201462402.05797234
2112,201761755.1677342
2113,205540498.72714117
2114,199552430.27625513
2115,200095040.55255353
2116,204278159.99337825
2117,200328939.23611128
2118,203143570.32797542
2119,199362417.98631
2120,200331331.04585326
2121,202192099.43345237
2122,201697163.6161533
2123,199028930.11412987
2124,201653466.03736198
2125,203632993.20375705
2126,202869607.07273948
2127,203578613.38820022
2128,199721583.0404047
2129,201567949.700928
2130,203283904.75574598
2131,199512408.17806363
2132,201987153.38893238
2133,199804637.63709566
2134,201516075.6915875
2135,200396549.43071896
2136,205247644.06266236
2137,199358049.97996607
2138,201349950.9417119
2139,199819360.72240752
2140,204724707.25766212
2141,198530182.25458667
2142,200601651.25524563
2143,197890608.38380754
2144,198069096.64524865
2145,202756224.8922262
2146,203038470.45804092
2147,204172110.91169703
2148,203123277.73774993
2149,202114962.4889857
2150,201822393.16344005
2151,196827421.83933768
2152,201491013.07142967
2153,200064426.47349566
2154,202972719.94440114
2155,204407637.72647393
2156,199895971.7348553
2157,199693432.51587594
2158,202518745.3267017
2159,201910380.24516422
2160,200343338.68839234
2161,203716609.6570908
2162,201798022.07106447
2163,203862402.2040149
2164,277885632.3687306
2165,201928012.7659709
2166,202836374.40163943
2167,202944032.75581676
2168,197459506.8575878
2169,199189495.21503687
2170,203768554.99162433
2171,203941328.03630784
2172,200757687.88040206
2173,202477911.70393452
2174,204800482.9721147
2175,200709913.23950836
2176,202159780.88969234
2177,199236030.22052407
2178,199080376.35559487
2179,199658434.1934237
2180,204112715.61933085
2181,202876386.67126262
2182,205779254.8115743
2183,201174610.90533426
2184,200228669.7880896
2185,201519600.39047447
2186,204312831.9926122
2187,196710051.3118544
2188,204375447.43213716
2189,199891488.30324844
2190,200886526.10077345
2191,200636202.5186822
2192,200300222.20995778
2193,199897596.91339254
2194,198907635.4571548
2195,203852252.78126696
2196,202573760.15178064
2197,202923073.45697597
2198,202010358.1502421
2199,199659496.43461314
2200,203531237.01416582
2201,202023959.0229809
2202,200914893.0554425
2203,199512382.33036795
2204,202810968.7102071
2205,201550869.8345449
2206,198179648.53654152
2207,203953302.78195336
2208,202378294.57379532
2209,203845572.2987609
2210,202593546.80436042
2211,198854345.47869456
2212,203153657.60311434
2213,203352386.3157805
2214,201787773.17747644
2215,202070672.17474422
2216,201989910.7076913
2217,201548074.1156219
2218,204758758.35553843
2219,205718046.58391225
2220,200236967.81315836
2221,199674583.61376125
2222,206848216.61608645
2223,201850815.32452744
2224,200315924.76206663
2225,198323335.24476764
2226,207250317.06402156
2227,201185009.2050399
2228,203175235.61713558
2229,203618781.6630064
2230,202746190.39039367
2231,202570984.2940396
2232,203628048.14464745
2233,201099115.54073665
2234,201098156.25647166
2235,206901276.86120203
2236,200986800.69449234
2237,200265664.4878572
2238,200615122.3422779
2239,204004537.82338524
2240,197871864.7949663
2241,203743878.819597
2242,200173961.99288744
2243,202326589.87615815
2244,199880028.9568253
2245,199267379.86377832
2246,201647322.17419866
2247,199937812.8005983
2248,199685832.76262125
2249,272855160.5076149
2250,201892561.53520575
2251,201782351.04013276
2252,206946010.9914956
2253,200895208.86594123
2254,199580746.66292536
2255,198358195.95646748
2256,201770356.2328518
2257,203364111.3502992
2258,201789749.56443694
2259,198971830.982392
2260,201647641.70318455
2261,199699303.97678265
2262,200785385.75016215
2263,202394617.30303273
2264,204032152.21845442
2265,200670354.0911391
2266,201024745.49213222
2267,201304720.0518572
2268,200754384.4764338
2269,199459789.55812392
2270,199623295.14330664
2271,197695873.39505917
2272,197461412.20341912
2273,199819028.30385795
2274,201560572.69194868
2275,196526973.80965483
2276,199839556.09767956
2277,199024950.03279284
2278,207621143.3979654
2279,202599120.02197355
2280,202089281.9941183
2281,203146044.23460513
2282,199977954.84016234
2283,203304307.23186082
2284,201833924.26507413
2285,201251330.66870177
2286,203372919.01814032
2287,204143692.56846067
2288,198025932.72858483
2289,200928261.06601134
2290,207207765.45268983
2291,202970601.82337224
2292,202194494.77614778
2293,199619527.78764656
2294,200425160.19520724
2295,205873238.80675346
2296,202825363.96268082
2297,199687640.36574885
2298,202785219.68216234
2299,201215745.73322046
2300,200525706.50495905
2301,201045449.38222438
2302,200632595.4683045
2303,198323147.49836877
2304,202355284.9124448
2305,201816708.2448536
2306,197827265.3620456
2307,195319192.3538701
2308,202531323.15025622
2309,204451555.25783375
2310,206895721.170339
2311,201182833.31350026
2312,202243965.63795632
2313,199259540.24329674
2314,198364899.49532261
2315,202252342.5530588
2316,200441614.9661252
2317,202464617.00530952
2318,202724603.44315556
2319,198424714.9434798
2320,203399783.3833348
2321,202518363.12258875
2322,205185137.43202522
2323,202410087.27625975
2324,199267322.42232484
2325,200250477.94144318
2326,201909139.54067588
2327,199461932.20795226
2328,202445056.84352544
2329,201346894.350254
2330,205472609.1652493
2331,199974138.2473842
2332,200123921.86264068
2333,205237626.3947785
2334,203169079.68393055
2335,200154926.84593278
2336,199746750.85346347
2337,202331221.63359344
2338,200598047.545159
2339,201177469.70003614
2340,200577631.92832673
2341,206407290.52606177
2342,199531752.02440697
2343,199136739.69861856
2344,200983238.7057883
2345,202384345.7057655
2346,200609348.0604534
2347,196930232.02923137
2348,201115211.45722604
2349,200064048.95166647
2350,204352196.99211523
2351,203833793.09857002
2352,200420598.4796207
2353,200918757.01408285
2354,202679164.39721093
2355,204181939.08753753
2356,199723597.99867475
2357,204148217.9504713
2358,203620746.5534131
2359,206188723.14273664
2360,203724577.81317425
2361,198448646.81556556
2362,201128161.0776233
2363,202351630.52811348
2364,202550311.66074687
2365,202358507.2369123
2366,200906984.66635987
2367,202472150.90076533
2368,201540728.18726426
2369,198314488.42915258
2370,200246174.7886576
2371,198864128.33179805
2372,203202630.76435894
2373,206544703.03412056
2374,201696325.5389785
2375,201763090.2106295
2376,201078974.5545913
2377,201192170.7569745
2378,201145954.33723664
2379,200841165.68525448
2380,202757343.56584406
2381,201562221.55235037
2382,200361023.93972048
2383,200221071.82864916
2384,200035571.97571394
2385,201401121.70270908
2386,204309845.74096644
2387,201586488.09303156
2388,202824168.45126635
2389,201350990.69919664
2390,198627407.77149427
2391,201175423.27240312
2392,202521910.28532112
2393,201937665.996501
2394,202508605.97002727
2395,200989024.91477612
2396,203881153.43520346
2397,201164731.0168724
2398,204847425.06102142
2399,201212300.6225514
2400,203087973.69966826
2401,201825892.55560294
2402,200625243.3094147
2403,202505700.83216056
2404,201699291.28842652
2405,199619078.40640774
2406,206025966.85263437
2407,202108776.81991446
2408,202762424.0909074
2409,199358739.99889374
2410,200576266.43950826
2411,200512937.69572404
2412,200247311.3816301
2413,200867311.4709934
2414,204060504.63789108
2415,201118701.51985702
2416,205665594.95618376
2417,201825883.41275486
2418,200559890.08295274
2419,200462774.28260523
2420,196668506.78362972
2421,202473716.71140796
2422,196897989.3690761
2423,203219425.50341025
2424,201640653.35417393
2425,201365643.11936003
2426,202873970.35171765
2427,202532264.1152377
2428,199890680.39921382
2429,203820298.90248266
2430,201006650.98160577
2431,202307527.9711625
2432,202924573.1006922
2433,203149806.50469035
2434,203445674.67953488
2435,202990664.97354695
2436,202406887.21691498
2437,198999400.6785086
2438,201366613.3539399
2439,202937458.13642794
2440,197043272.38774693
2441,199865590.78353238
2442,198804376.0280476
2443,203594673.8578042
2444,202680341.17051125
2445,200968247.5145982
2446,204980965.1363597
2447,202026540.23825747
2448,204407409.5705638
2449,201720559.3590512
2450,201556474.25941768
2451,201995026.1914093
2452,204618108.79303908
2453,202731868.18893254
2454,201226804.0457984
2455,202345064.69535857
2456,203265296.79312906
2457,202691887.28518897
2458,207799378.06710592
2459,202664911.3858121
2460,203696061.42714074
2461,200451103.2886718
2462,274270298.71669245
2463,201383951.7005465
2464,198950400.74641192
2465,200790147.27347285
2466,201413070.75803465
2467,199839650.2810018
2468,201288205.0045921
2469,203127908.08269566
2470,202375657.60023174
2471,202885114.34496954
2472,197504476.371275
2473,200627497.7177848
2474,200982730.3912803
2475,201226424.8783128
2476,202355494.50095132
2477,197345793.60282165
2478,201219963.00401378
2479,200628455.2759855
2480,206441005.8931322
2481,200001935.42514372
2482,201443424.2091839
2483,203973759.15053064
2484,198394200.70571426
2485,205120030.24569672
2486,203089015.7703132
2487,201178914.48467144
2488,203579160.00345385
2489,201176611.7038511
2490,198490424.70205444
2491,199938482.38778174
2492,199465528.9536237
2493,202611639.87400788
2494,202932779.03210598
2495,201342879.35075557
2496,202436180.29831305
2497,203480057.47255376
2498,200976540.5870398
2499,203946500.85025984
2500,202240841.2892915
2501,200731605.76113954
2502,198868370.3329489
2503,202043300.5813773
2504,202367569.39635453
2505,200021370.18826154
2506,204195411.2798949
2507,201506401.16322374
2508,201948402.76859805
2509,203768592.466254
2510,196623687.4854573
2511,199897965.81888634
2512,202663097.44416043
2513,197549838.44628218
2514,201222111.71882993
2515,205945811.73566166
2516,201111440.2413444
2517,202863435.47092867
2518,201890552.66556397
2519,201397502.63609532
2520,198634813.26775393
2521,200875459.2359843
2522,296383006.4822398
2523,201712918.3407654
2524,203382362.18666103
2525,201790448.15474087
2526,204876434.937313
2527,200774315.67147064
2528,202059543.76029867
2529,199996758.93465495
2530,200875343.66016155
2531,204511266.60627735
2532,202544297.98928422
2533,200881652.72140932
2534,198399029.15194058
2535,202880040.35196063
2536,201567563.04210737
2537,200224335.7673589
2538,200051523.22590622
2539,202478184.77620694
2540,202154629.25302598
2541,264064235.9173743
2542,204321871.81752715
2543,199942128.6261268
2544,202997158.93342614
2545,199826644.6085373
2546,200880997.2563611
2547,202908691.5426217
2548,204028565.9029429
2549,202246945.81268826
2550,201019170.64636603
2551,199577041.5870318
2552,199763501.907356
2553,199360483.92516154
2554,272505403.74127877
2555,203883032.00500384
2556,201898196.88202956
2557,202711685.04701558
2558,198447246.8387116
2559,201404001.24811968
2560,201435721.01666924
2561,205319185.37277737
2562,203872172.90987146
2563,201625215.71859688
2564,199757643.33558908
2565,202040062.43440837
2566,201703786.5104562
2567,201705336.21296704
2568,197118786.42011353
2569,203541660.34367496
2570,203390162.58875382
2571,205503356.42545617
2572,200027278.04704022
2573,198998362.1861482
2574,200898425.89425868
2575,202419825.17999247
2576,203534374.7744513
2577,202680624.71644023
2578,200508828.20505452
2579,198992765.49278843
2580,203143655.21193144
2581,202390526.3777385
2582,200513989.2407499
2583,199049996.34934717
2584,200143925.15644032
2585,203085479.60456243
2586,199248130.89482787
2587,203697685.00521737
2588,203246281.47343016
2589,205010241.03358454
2590,204172273.20522514
2591,199163944.87663236
2592,200138418.73277143
2593,202080774.52113935
2594,202875288.56516966
2595,202193636.9066982
2596,197846166.39925775
2597,199652962.027861
2598,204597911.09437653
2599,200905031.2902008
2600,196485937.6511565
2601,197448960.61469066
2602,201050968.9759783
2603,202681004.45140755
2604,201838008.96953902
2605,199491345.489428
2606,199371211.2095556
2607,200847055.26957032
2608,201098190.23267174
2609,200034072.25481522
2610,202327569.07032067
2611,203784932.0055479
2612,198538013.82148442
2613,205477717.9553551
2614,200383587.65722814
2615,201679100.88394728
2616,200626545.30362135
2617,198540793.8734717
2618,201883895.72052833
2619,203686314.87054133
2620,201640175.158324
2621,200646654.09716234
2622,202078840.75486764
2623,203086521.87609425
2624,200885174.39793432
2625,203755684.20683393
2626,201749542.04121608
2627,202394802.1375753
2628,201420462.70453277
2629,201388306.769399
2630,201353814.31322798
2631,202982509.8831172
2632,202654493.03035793
2633,203346796.18255654
2634,202474743.44019932
2635,203642820.9509893
2636,199741916.51168075
2637,200320380.3479224
2638,202963660.05572382
2639,201179438.28606504
2640,202390604.8182563
