tick,delta_ns
1365,200339434.92365843
1366,200693915.79273555
1367,200420039.29703593
1368,200523197.91583982
1369,200472851.496598
1370,200555135.14380825
1371,200389837.4954858
1372,200287639.46586412
1373,200781469.39274445
1374,199941492.71550828
1375,200525154.67120087
1376,200205827.7491995
1377,199556397.51780415
1378,200445660.21052894
1379,200471990.73053828
1380,199841842.180084
1381,200224933.22109556
1382,199754475.77495575
1383,200170822.7581212
1384,200621337.20682576
1385,199844934.96110192
1386,199599373.95324188
1387,200762877.18145534
1388,201163189.3811038
1389,199650699.15678388
1390,199628140.34869513
1391,199729884.10042596
1392,199639099.97198024
1393,200346019.15139565
1394,200270018.62913105
1395,200334252.9399387
1396,199738264.94569114
1397,200295947.66214114
1398,200368468.35513908
1399,199375503.26487795
1400,200391448.03124672
1401,200670185.64382815
1402,199962456.75704512
1403,199692665.0792202
1404,200489718.91147575
1405,200270121.5470185
1406,200159219.74401918
1407,200749856.87266538
1408,200342899.5233036
1409,199926030.12528566
1410,199408775.41829535
1411,200686151.88122752
1412,200478680.8437638
1413,200129045.8702091
1414,200251370.419355
1415,200422025.25940678
1416,199683530.884066
1417,200223078.90838683
1418,200034556.28733647
1419,200104006.18768257
1420,200261774.19578508
1421,200949042.26441616
1422,199496304.2461118
1423,200126258.43963942
1424,199971385.47006285
1425,200133971.70205894
1426,200065295.95952597
1427,199848899.13086006
1428,200462634.09977415
1429,200428579.8267428
1430,199953205.62582195
1431,200493141.16514462
1432,200614643.76609707
1433,200972447.88128975
1434,199830878.43468285
1435,200525936.03563896
1436,199956172.9741869
1437,199983888.43602058
1438,200264646.774579
1439,200351911.80585817
1440,199045629.07198834
1441,199931547.79223925
1442,200522936.46762922
1443,199843719.54520893
1444,199986005.33525586
1445,200449550.6650581
1446,199926730.2419631
1447,200573897.3638268
1448,199839763.65750712
1449,200184856.66486442
1450,200313326.76815292
1451,200592004.09028533
1452,200046647.54798698
1453,200371675.0992895
1454,200176132.86122027
1455,200082066.10244814
1456,200555890.10432395
1457,200112280.83600113
1458,200711845.98506662
1459,199853584.23711616
1460,199706466.85143006
1461,199735912.61644158
1462,200192014.62903163
1463,199663494.20482454
1464,199811666.16389376
1465,200500400.6432495
1466,200604859.32024115
1467,199977143.35359964
1468,200000635.4365933
1469,200315886.5586383
1470,200242571.7500043
1471,199872336.6732898
1472,200406348.00607756
1473,199732026.72680596
1474,200282046.04002666
1475,199688189.86506525
1476,199937879.73083568
1477,199782504.3952938
1478,199655655.20939198
1479,200368001.33189702
1480,200224133.34477028
1481,200313934.30151936
1482,200695513.06373444
1483,200299108.06266016
1484,199223618.18990847
1485,201241904.51405263
1486,200036382.71272153
1487,200268877.85647595
1488,199683303.56792846
1489,200500395.1214446
1490,200213311.99199298
1491,200533685.3471998
1492,200790456.3224919
1493,200474861.32992947
1494,200335587.47815526
1495,199900275.89988565
1496,199642277.17711678
1497,200753239.4553728
1498,200670970.42091072
1499,199463392.07063356
1500,199693435.29690242
1501,199825338.366962
1502,199384164.72680813
1503,200104903.7492398
1504,200153545.2152629
1505,200286030.88641268
1506,199735251.77897397
1507,199727124.70661086
1508,200033360.43892312
1509,199753011.21565726
1510,199933308.70955446
1511,200859635.91875055
1512,199797770.51881364
1513,199641747.76262882
1514,200328266.63219002
1515,199870976.06945086
1516,200516419.17759356
1517,200770105.65392545
1518,200507910.22423205
1519,199671634.95469323
1520,200198032.83560538
1521,199771437.85373783
1522,199421606.4641644
1523,200176454.74861437
1524,200209887.0948514
1525,200127051.03031477
1526,200855609.80124474
1527,199643477.1139179
1528,200575219.49173027
1529,200179712.05323368
1530,200230708.57787085
1531,200278034.93137875
1532,200172325.90384868
1533,200224380.82096016
1534,200171591.57482642
1535,199585288.58316907
1536,200131132.92341572
1537,200016187.68257856
1538,199642822.45776355
1539,199316928.3717716
1540,199542710.5600434
1541,200382115.93479204
1542,200256488.45414844
1543,199289421.88998199
1544,200075402.21005768
1545,199857730.01363987
1546,200360220.18609324
1547,200173193.9100516
1548,200291117.12110627
1549,200004144.55855942
1550,200514891.6500435
1551,200270805.64812207
1552,200487533.74486133
1553,200386353.00831676
1554,200153606.37691128
1555,200635748.09259263
1556,199548061.99225175
1557,199762760.04286706
1558,200028312.9682315
1559,200278094.18523034
1560,200032777.35140532
1561,200635169.69658867
1562,200264551.1039047
1563,200256463.23632726
1564,200019107.05042756
1565,200083854.55131438
1566,200013870.0460384
1567,200495854.5278091
1568,199125876.5028374
1569,200948865.10454968
1570,200432138.16611132
1571,200572422.6107404
1572,200173903.30403766
1573,200115956.7002209
1574,199672998.93952772
1575,200099344.21112424
1576,200736197.54000652
1577,200367038.08226356
1578,199816243.31979948
1579,200182067.73272926
1580,200465652.04903418
1581,199879556.3149717
1582,200484128.53338107
1583,200154887.0546743
1584,200250333.0095749
1585,200203578.8227567
1586,200521797.52433273
1587,200174272.50657597
1588,200245588.47174358
1589,199789490.6207051
1590,199941761.75270885
1591,200076243.1057429
1592,200706548.56768513
1593,200420883.9695735
1594,200178653.09549978
1595,200012248.47473463
1596,199666456.7752064
1597,200258889.20066085
1598,199855643.97923693
1599,199611246.88950002
1600,199917392.4739976
1601,200387066.94637612
1602,200452592.19922686
1603,199514646.55830437
1604,200288824.34275177
1605,200096378.92338192
1606,200700074.00594708
1607,200051938.1078326
1608,200209538.8366988
1609,200209358.19035402
1610,199915351.93889666
1611,199831224.57215592
1612,199775042.17882764
1613,200257565.05422065
1614,200095744.60858876
1615,199146027.4303607
1616,199826224.5106114
1617,200256024.82889798
1618,200549328.9021768
1619,199614365.22482082
1620,199962870.10363963
1621,200537179.75729117
1622,199947609.19819856
1623,199429314.71507174
1624,199289578.69364917
1625,200486100.77869886
1626,199907106.1032135
1627,200215169.69843647
1628,200557156.54373556
1629,200285579.4818089
1630,200146218.52270675
1631,200214449.4086313
1632,200127565.83694524
1633,200109052.55712116
1634,200119237.90639699
1635,199405574.0376182
1636,200051792.3806161
1637,199555660.62799862
1638,200543856.32336026
1639,199398665.16809168
1640,199871574.83377433
1641,199674744.34436405
1642,200017859.37083068
1643,199437779.54377759
1644,199760337.4524455
1645,199953677.1088872
1646,200069264.2268082
1647,200152526.38915247
1648,199453424.88156596
1649,199919635.0160585
1650,200577286.51916817
1651,200667141.95027816
1652,200071030.66399175
1653,201133774.66716507
1654,200216193.52445
1655,200220128.20015332
1656,199670027.62730095
1657,199475156.66284555
1658,200033658.4581699
1659,199959976.2118413
1660,199157661.0839787
1661,199418846.90635735
1662,201029029.4399874
1663,200172860.72430813
1664,200236688.2353795
1665,200172493.65073314
1666,200667351.74790323
1667,199946766.87475255
1668,199986496.18185845
1669,200425870.8050955
1670,200913300.44267198
1671,200137077.20130298
1672,200069880.06162956
1673,200050270.3959429
1674,200642599.58181202
1675,200070183.40941063
1676,199938804.31018814
1677,200034740.64803278
1678,199900286.42923552
1679,200200297.89126804
1680,200357832.8170538
1681,200734852.2367515
1682,199930004.46182564
1683,199674070.54297528
1684,199849985.60199726
1685,199762533.56612757
1686,199807976.62306604
1687,200434638.48108062
1688,200540218.34216902
1689,200485862.42572573
1690,199605783.2393509
1691,199843338.3977691
1692,199994792.96784866
1693,199534496.88533282
1694,200110013.46455836
1695,200344503.65779284
1696,200574456.8029058
1697,200231056.17519787
1698,199700941.7038269
1699,200083251.22187772
1700,200960000.32658646
1701,200253487.8187929
1702,200136988.33191422
1703,199844321.16047364
1704,200799117.09356868
1705,199767977.66347954
1706,200051546.05640316
1707,200250378.32770827
1708,200317127.1349422
1709,199224792.49758005
1710,200201047.0756789
1711,200020827.60527548
1712,199981194.44999453
1713,200347021.58661893
1714,200253014.1860889
1715,199944782.95156726
1716,200145848.81993335
1717,200162532.21059057
1718,200455532.77462906
1719,200484849.6885153
1720,199587252.85920358
1721,200486321.56494257
1722,200022213.96505615
1723,199514548.44688705
1724,200617986.6146828
1725,200375899.96303922
1726,200160768.3669939
1727,200209315.7292929
1728,200156837.00126293
1729,200156319.2901822
1730,199923264.88900638
1731,199436843.77892336
1732,200033297.86398277
1733,199679836.40455234
1734,199687955.49078816
1735,199298584.29525825
1736,200083948.224574
1737,199880725.0538984
1738,199191314.8764494
1739,201009170.53867424
1740,199596724.18933824
1741,200384762.75838336
1742,200114816.48404288
1743,200444313.3891447
1744,200032386.90889093
1745,200398820.17633379
1746,199317587.3684853
1747,200086931.34712175
1748,199714773.47518027
1749,200512153.80247748
1750,199839598.8007736
1751,200209492.97133106
1752,200137773.7610479
1753,200619230.98260266
1754,200403295.08817524
1755,200651757.17633855
1756,200355637.37471792
1757,200143014.3379115
1758,201199564.6271192
1759,200089982.34486043
1760,199901701.4935318
1761,199333371.3270242
1762,200575791.29078484
1763,199123354.32622313
1764,199953977.73068184
1765,200335014.05753937
1766,199947806.80172414
1767,200456653.6161224
1768,200356604.33577564
1769,200643425.64859492
1770,200065451.69946322
1771,200039330.5008439
1772,200476431.49205387
1773,200450307.98926076
1774,199863368.081797
1775,200850569.08072418
1776,200335948.3080227
1777,200227350.0890846
1778,200424333.5981987
1779,199552613.33939227
1780,200487983.1852762
1781,200581850.6533484
1782,199710803.61034092
1783,200053277.7483246
1784,200157063.53770578
1785,199362065.56161657
1786,200496632.69710976
1787,199698512.81419557
1788,200307581.85220945
1789,200629953.75964215
1790,199584068.28875846
1791,200287542.9934976
1792,200616784.4868139
1793,199876384.4068284
1794,200457036.1667035
1795,199568292.51039383
1796,199403688.62954688
1797,200385841.955318
1798,200825579.5121509
1799,201385678.68440226
1800,200525272.82325926
1801,200697816.61717948
1802,200304104.98518676
1803,199609309.5555686
1804,199585240.913235
1805,200259486.24182805
1806,200550096.6966424
1807,199806196.89607912
1808,199624699.3144493
1809,199283876.61146858
1810,199841125.25395605
1811,199692012.14408997
1812,200042163.42590213
1813,199831863.2958574
1814,200697373.9313126
1815,200984375.02047166
1816,199926075.09900638
1817,199614684.54170316
1818,200287150.2434614
1819,200206640.18132335
1820,200570147.43350837
1821,200244452.8042247
1822,199652315.19684157
1823,199852453.26682627
1824,200661140.5179928
1825,200287571.99490103
1826,200306327.8285348
1827,200498854.11786824
1828,199918699.76659814
1829,200013153.07742795
1830,200522036.75877786
1831,199916537.964838
1832,200342472.49440515
1833,200635117.3812261
1834,200518440.41759267
1835,201102061.7240726
1836,200052971.3021359
1837,199893309.41366318
1838,199659613.97049063
1839,200184331.986637
1840,200343658.83897275
1841,200300847.1052702
1842,200247407.18049222
1843,199670687.60322425
1844,200637856.93766716
1845,199804441.03281268
1846,200202587.4896217
1847,200304291.39853314
1848,200692889.94929135
1849,199942182.94641042
1850,200511299.39539966
1851,200502444.08316275
1852,199692669.82389462
1853,199780337.2149665
1854,200052552.02098647
1855,200090766.01524523
1856,200237074.51505813
1857,199872209.84493
1858,199612177.03703696
1859,200299359.10492638
1860,200036337.64538765
1861,199814608.1262626
1862,199618040.7446161
1863,200097671.01511553
1864,200026585.16161817
1865,200283045.7519696
1866,200511777.92075384
1867,200771901.6057098
1868,199934313.12568748
1869,200535950.87519488
1870,200226122.9953907
1871,200399186.92775285
1872,199907177.84066156
1873,200089764.58320332
1874,200408408.16378883
1875,199776541.6446084
1876,200436705.79274288
1877,199801816.96667475
1878,199560357.15725222
1879,200164756.6574187
1880,200790370.03323877
1881,199862105.05431965
1882,200445343.99182495
1883,199886140.0753499
1884,200208396.89417067
1885,200370112.6594903
1886,199643512.69561183
1887,200025175.74279654
1888,199888377.61801437
1889,199537928.01136756
1890,200548200.28441438
1891,200005098.9669029
1892,199169904.3226749
1893,200048539.53843933
1894,199726029.4926188
1895,199955310.2361629
1896,200049008.0512378
1897,199878161.26718003
1898,199487329.64738354
1899,199891347.25280455
1900,199934510.79258925
1901,200218358.39060572
1902,200259517.40894482
1903,199759429.4321649
1904,200239732.27322614
1905,200068294.82814074
1906,200322979.8888694
1907,199984048.11873317
1908,199827555.4737796
1909,199996643.69820282
1910,199710437.60959998
1911,200880518.4177973
1912,199978548.4472528
1913,200630590.32637575
1914,199883810.2404886
1915,200046842.51334321
1916,200265384.24012417
1917,200048374.9253659
1918,200188704.6281588
1919,200776253.65213174
1920,199901047.42430383
1921,200615310.09827167
1922,200262040.0917786
1923,200254927.1274039
1924,200515188.28439054
1925,200547607.9119741
1926,200029376.65987208
1927,200780782.1185554
1928,200419668.43756768
1929,200210876.4272877
1930,199666342.21684825
1931,200324497.30046976
1932,200185150.88775513
1933,200419058.67650232
1934,200115564.35859063
1935,199750565.42931414
1936,200434708.895489
1937,199645936.8944093
1938,200371006.9091135
1939,199388463.84304047
1940,200148628.42090946
1941,200501738.59706452
1942,201018367.26854625
1943,199980874.23189837
1944,200186503.89712074
1945,200787290.2511771
1946,199963843.53727436
1947,199694339.45491022
1948,200469409.3281201
1949,200719702.52688506
1950,200500428.81528485
1951,200077649.75792193
1952,200026297.96902984
1953,199903516.76700476
1954,200546610.93588904
1955,200593627.56871974
1956,199996808.60056514
1957,200625967.6994069
1958,199985892.16575179
1959,199591199.8321938
1960,199786120.2239147
1961,200635299.44349957
1962,200532189.21965614
1963,200434709.45961702
1964,199930949.612502
1965,200630875.2528746
1966,200077591.87671143
1967,200085572.3082814
1968,199985568.9677416
1969,200287708.61202267
1970,199430392.27287808
1971,199782702.13156375
1972,199778846.60835236
1973,199768835.57210693
1974,200104387.13092035
1975,200076949.05556485
1976,200849033.7398461
1977,200252473.48082516
1978,200575905.94540793
1979,200206078.0343451
1980,200239186.2951869
1981,200339151.95563012
1982,199809336.2228845
1983,200291963.62205353
1984,200578910.37926355
1985,199934134.7943175
1986,200864946.46762246
1987,199928756.1844593
1988,200449799.81737804
1989,200511850.6743899
1990,200444401.7038981
1991,200443264.42146274
1992,200357187.61225474
1993,200127106.0303943
1994,199885071.9427882
1995,199503805.7178842
1996,200191959.59826836
1997,199686650.99553967
1998,199727468.77297056
1999,200052667.84831408
2000,199746356.01843286
2001,200937805.72424933
2002,199502069.4716854
2003,199906991.65233138
2004,200376378.51259473
2005,199857305.56936356
2006,200812971.09209514
2007,200181408.3195664
2008,200143002.1978963
2009,199903237.08795604
2010,200609782.50369585
2011,200052316.55319944
2012,200363250.70015708
2013,200367782.11353305
2014,200040644.6718467
2015,200520075.0954371
2016,200293372.5365272
2017,199932593.32666597
2018,200554703.32413203
2019,200260911.36414346
2020,199748868.1993109
2021,200250304.2686
2022,200031918.06395188
2023,199909691.37728444
2024,199574253.9245932
2025,200331905.35516107
2026,200564760.12918103
2027,199637920.4547889
2028,199320259.45943642
2029,200116386.8684919
2030,199383198.04078
2031,199756267.47928387
2032,200421438.39312547
2033,199149131.19403204
2034,199720114.10155588
2035,200700774.68102813
2036,201138252.66318327
2037,200568018.57965246
2038,199952042.06342083
2039,201287022.8541842
2040,200541481.37614107
2041,200274859.6245944
2042,200521777.789446
2043,200773778.26422727
2044,200087282.7935124
2045,201144389.41359526
2046,200508957.71277228
2047,200317953.45562157
2048,200407037.70402807
2049,199868051.8758491
2050,199888253.66426957
2051,200064406.56657532
2052,200155523.57157966
2053,199815295.64817804
2054,200694596.08238515
2055,200742837.5122771
2056,200309024.25783092
2057,200374152.03488284
2058,199852325.74165967
2059,200588831.69651988
2060,200117145.86708418
2061,199943777.6142386
2062,199856716.52090532
2063,200177449.06807062
2064,200825815.59493092
2065,199887501.00552458
2066,199754490.01566356
2067,200412012.0118666
2068,200435094.3391616
2069,200490569.52768996
2070,200435231.52457243
2071,199844784.65625027
2072,199000449.85969162
2073,199733391.12040815
2074,199945001.440681
2075,200085399.94396016
2076,199545856.31590503
2077,200155932.95522127
2078,200104222.39370313
2079,200140784.59849325
2080,200299231.13628963
2081,200112798.25362992
2082,199348230.97149733
2083,199316279.32511014
2084,200875125.57578284
2085,200045607.33368054
2086,200202068.3311962
2087,200422708.03764075
2088,200482604.22140992
2089,200137286.35379517
2090,200133865.46556318
2091,200367638.7241954
2092,199817349.87279752
2093,200344852.9807697
2094,200083096.90457943
2095,201113501.95414397
2096,199797513.10432786
2097,199869445.5809203
2098,199767595.5801322
2099,200037839.00026536
2100,200052511.2720278
2101,200266456.52779
2102,199485428.18265978
2103,199903375.49330148
2104,199901624.75561842
2105,200658745.4993737
2106,200238070.6890249
2107,200256258.018727
2108,199630069.9401774
2109,199622276.479283
2110,200165359.1463929
2111,200837354.40085247
2112,200198011.21773416
2113,200795343.59969905
2114,200327766.6884022
2115,200639809.06753716
2116,199706691.33332244
2117,200450213.21801987
2118,199681878.3797842
2119,199615918.42207018
2120,200108285.17727476
2121,200282938.9428566
2122,200633965.10284117
2123,199914179.58129725
2124,200712111.17732024
2125,199623306.4995437
2126,200144409.07292792
2127,200485351.36745033
2128,199748394.2475283
2129,200567862.32036304
2130,200092777.859299
2131,200828769.2901646
2132,199868185.70033678
2133,199686519.41534162
2134,200768638.76790783
2135,199833760.72138512
2136,200046120.24681604
2137,200122310.9905016
2138,199705781.08139154
2139,199240348.3970622
2140,199514340.65060383
2141,200194385.6568796
2142,200126054.3938256
2143,200289152.7562727
2144,199760741.36438614
2145,199905742.87900275
2146,199782710.3703
2147,199557342.53595117
2148,200412772.4712336
2149,199530368.52288115
2150,199838400.55603024
2151,200123733.55795458
2152,199348461.7035849
2153,200083045.1119535
2154,200374567.10008895
2155,200085386.71275884
2156,200315815.84910792
2157,200018228.54275692
2158,200683207.60569462
2159,200206365.4452229
2160,200063979.32656515
2161,199726418.89384836
2162,199364835.69418907
2163,199588580.94484842
2164,200749669.25734508
2165,199857877.52108195
2166,200145760.78242877
2167,199507970.63036054
2168,199412301.22515705
2169,199581053.72734952
2170,199332448.30315864
2171,200222479.88346916
2172,200085291.12559655
2173,199945644.39520818
2174,199565618.76388532
2175,199945383.68199113
2176,200080889.31486848
2177,200853285.69603813
2178,200118759.27118188
2179,200052810.05903262
2180,200245777.02994728
2181,200501727.50379306
2182,200283482.7691602
2183,199932375.061765
2184,199921569.60694125
2185,200369529.89331752
2186,200048516.48790243
2187,200362898.77813905
2188,200289744.5791882
2189,199843165.7191005
2190,199267284.11562937
2191,200082719.75375387
2192,200731827.84002548
2193,199870735.0163391
2194,200293039.78564817
2195,199604473.89074725
2196,200217633.6231878
2197,200084802.56657118
2198,200424858.8928638
2199,199680341.550589
2200,199209752.69844496
2201,200324330.4936254
2202,200442406.83494836
2203,200420480.25125372
2204,200432808.98711836
2205,199731888.24958065
2206,199669652.13313958
2207,200409120.83136857
2208,199342162.17298156
2209,199889678.19531038
2210,200027497.90201956
2211,200033978.73133478
2212,200423201.12869844
2213,199971722.82711163
2214,200020464.7317405
2215,199967300.87371263
2216,200083985.17127603
2217,200372731.712887
2218,200236911.20219627
2219,199920194.2338098
2220,199781435.0333479
2221,199742822.02508247
2222,200529139.70430964
2223,200032039.9749103
2224,200109602.30260807
2225,200682220.80022568
2226,199719864.30701208
2227,200361055.3181379
2228,199703486.28699264
2229,200097378.2815906
2230,199999962.9431633
2231,199923529.59619167
2232,200963095.29218274
2233,200219948.79948658
2234,200153415.16485265
2235,200785463.82689995
2236,199632160.62713072
2237,200099832.75418326
2238,200491199.83638054
2239,199770833.6411842
2240,199684714.5377636
2241,200579147.57245964
2242,200081806.82200915
2243,200365406.05908805
2244,200404645.73174483
2245,200131887.55800453
2246,200296481.73172516
2247,199421110.73333764
2248,200379684.29488373
2249,200276822.2405052
2250,200065655.1864775
2251,200226436.01934397
2252,199649708.9951615
2253,199614840.12952307
2254,199948601.59010768
2255,199832371.54471806
2256,199060298.69272897
2257,199593321.10720098
2258,200232652.09539366
2259,200337128.71870062
2260,199829015.53174737
2261,200421262.17431805
2262,199799008.95697737
2263,199570711.69729406
2264,199500812.67931035
2265,200596066.12733683
2266,200544503.81112042
2267,199963080.98782206
2268,199964244.67055345
2269,200423556.41448802
2270,200461668.6017389
2271,199908138.28575882
2272,200393594.9620971
2273,200738758.18273738
2274,200595849.98412943
2275,200178324.21575558
2276,200905366.43041977
2277,199712430.2260165
2278,199297611.52031845
2279,200227795.05681303
2280,199516837.8429154
2281,199250703.92350948
2282,200086345.87728232
2283,200360715.58665013
2284,200081522.4473339
2285,200345393.94634226
2286,200153135.8451885
2287,199832918.4728329
2288,199854479.66565374
2289,200038722.156182
2290,200051872.51961032
2291,200092652.9821024
2292,200046328.3215317
2293,199849549.496124
2294,200528457.19367668
2295,200381068.32115725
2296,199827448.2169033
2297,200579873.7648765
2298,199732924.31847882
2299,199957359.43150532
2300,200259364.06268018
2301,200315911.91606313
2302,199514732.0721213
2303,199506263.45446333
2304,200476178.97086203
2305,200417483.67223382
2306,200253089.71304977
2307,200004688.35350567
2308,200142435.51571295
2309,200942104.88371617
2310,199337389.97725165
2311,200104219.9226255
2312,199641693.19768488
2313,199964944.58626845
2314,200348950.2828415
2315,199824584.08324322
2316,200402552.41976964
2317,200372156.7706978
2318,199844968.0624209
2319,199924043.2686715
2320,199814971.23549137
2321,200050043.96870407
2322,200258047.68924463
2323,200129884.17956457
2324,199636083.7899496
2325,200459500.5644364
2326,199987545.11539236
2327,200549538.66345492
2328,200557997.66574013
2329,200656904.87108743
2330,200222158.35856315
2331,200446580.6846968
2332,199773637.3940247
2333,199742337.46467847
2334,199919432.8075246
2335,199497193.43260545
2336,199978707.21391308
2337,200078953.13254204
2338,200082299.20713106
2339,199748412.812689
2340,200083694.27333438
2341,200143591.1657985
2342,199928388.8797126
2343,200370819.2089634
2344,199850427.8115049
2345,199689043.11222965
2346,200624297.1309194
2347,200140314.57246265
2348,199933173.8204748
2349,200145095.87426046
2350,200497433.98922476
2351,199916322.29198134
2352,200387391.91266266
2353,199973472.01685727
2354,200684020.9791123
2355,199407333.66095692
2356,199895660.73045543
2357,200002766.79425174
2358,199916744.76250106
2359,200468015.3589886
2360,200476306.39881083
2361,199483093.88699606
2362,200130914.74858382
2363,199912225.25200087
2364,199729527.82323807
2365,200347943.01089922
2366,200162463.10425988
2367,200558709.71535197
2368,199665966.5903759
2369,200220025.96513554
2370,199457297.26401943
2371,199994716.0871753
2372,199916522.86863524
2373,199855349.97903082
2374,200175499.26188064
2375,199662925.2404046
2376,199739705.105625
2377,200367355.99741298
2378,200230373.23122436
2379,200825417.3144946
2380,200319154.0751219
2381,199905460.86596674
2382,200449606.30314112
2383,199669297.1213984
2384,199962192.1418525
2385,199829927.73670387
2386,200042410.51482046
2387,199924882.8704427
2388,199948668.8300942
2389,200486204.05970198
2390,199806570.19162717
2391,200492550.58406273
2392,199939795.86829245
2393,200128266.60110316
2394,200565962.72193855
2395,199899973.1051964
2396,200021826.43319505
2397,200442535.74982634
2398,200071438.16655245
2399,200585285.7405161
2400,201106231.08275706
2401,200718285.70325613
2402,199883905.90792346
2403,200667873.87330264
2404,200245759.70252866
2405,200673594.49266604
2406,199803568.94359297
2407,200909724.74851865
2408,200056231.18479028
2409,199642159.4685364
2410,199838041.8162858
2411,199909292.9653411
2412,199706386.2211434
2413,200096122.3024878
2414,199570219.7020357
2415,200040149.13794786
2416,199862601.1581831
2417,200036584.04236093
2418,198848420.16884688
2419,200538724.2400141
2420,200452795.1030084
2421,200152317.3523627
2422,200217452.6624999
2423,200054761.83642802
2424,200600476.51639917
2425,200434027.2998813
2426,199850203.8496585
2427,200634644.06199
2428,200668599.35686353
2429,200302586.37772524
2430,200572394.24538496
2431,200087430.79673874
2432,199486107.12281835
2433,199941944.36635184
2434,199940815.74296162
2435,200176012.39045197
2436,200591456.97693413
2437,199393964.52432868
2438,200600890.10245347
2439,199703526.9724955
2440,200170101.8180612
2441,200011294.51441702
2442,199988844.64860365
2443,200055429.48936263
2444,200203070.4439773
2445,199776696.40691847
2446,199952053.73512396
2447,199879801.31814486
2448,199964658.56921974
2449,200750970.68764594
2450,200462567.7721778
2451,199771099.8916084
2452,199852658.31856003
2453,199583788.18429273
2454,200409605.58139658
2455,199740316.64462447
2456,200246827.29555383
2457,199996643.65826073
2458,200047253.73266155
2459,199853228.04112965
2460,200244141.63503513
2461,200278716.71347606
2462,199682094.73787516
2463,200341321.25477046
2464,200056499.2013533
2465,200738629.26942378
2466,200158882.1639194
2467,199896949.96043006
2468,200451307.09253636
2469,201079450.69030806
2470,200115895.78770536
2471,199215206.11370456
2472,199925577.62785923
2473,200144172.39833012
2474,199804659.00436398
2475,199922688.02395302
2476,199796050.30977637
2477,201025970.28763804
2478,200555217.38225663
2479,199973639.27241418
2480,200031152.319564
2481,200313831.10647497
2482,200961106.90736142
2483,200332864.32196906
2484,200502974.65813372
2485,199673266.77622637
2486,201312289.50706404
2487,199888396.14850006
2488,200368263.1657921
2489,200577296.6679713
2490,200184334.1938869
2491,199785332.61842078
2492,200811652.23994675
2493,200259982.71979114
2494,200292413.54384273
2495,199875302.7355362
2496,199519216.46543047
2497,200740790.64280838
2498,199615166.41388902
2499,199307804.13161144
2500,200242387.35297337
2501,199687072.4932687
2502,200109634.32920492
2503,200472297.36939633
2504,200491658.56051782
2505,200141589.22691846
2506,200406449.68784022
2507,199214233.24445412
2508,200683949.5495186
2509,200596269.76116887
2510,200389900.91646072
2511,199883236.12501106
2512,200059166.4409338
2513,200294860.76332363
2514,199970793.7625257
2515,200165143.67207235
2516,200545773.69708353
2517,200393493.2062471
2518,200483653.9885173
2519,200214621.38191324
2520,199640556.2430516
2521,199763764.45274445
2522,199137735.1129856
2523,200527592.0069174
2524,199947697.6139759
2525,199936645.65430272
2526,200437416.69704267
2527,200135471.95072815
2528,199796412.3270776
2529,199314860.98489636
2530,199907938.18479624
2531,199615840.7387218
2532,200158592.95093313
2533,200414391.36651236
2534,200386886.17934722
2535,200161850.12383088
2536,200271806.34991533
2537,200503012.23364288
2538,199741760.78332597
2539,200114874.88605106
2540,199890114.96780866
2541,200338190.33990002
2542,200781203.25964552
2543,199877756.3147035
2544,200523317.17173928
2545,200422097.02809334
2546,200309960.50147313
2547,199663661.0231486
2548,200542210.3241386
2549,200744712.72963828
2550,199877269.93313026
2551,200301361.03207308
2552,199809755.4320107
2553,200181233.42601827
2554,199506866.5067451
2555,199772018.16053867
2556,199870486.20366704
2557,200019486.056292
2558,201004199.1831169
2559,200091437.34858373
2560,199837851.89584044
2561,200560583.90874472
2562,199487450.52598575
2563,200606756.00224286
2564,199767279.12312606
2565,199909544.46323618
2566,200551459.94178405
2567,201092398.91515443
2568,200926459.36579546
2569,200016590.30414352
2570,200406005.0608132
2571,200278088.83232075
2572,200079084.47644293
2573,200061449.08033344
2574,200305123.14480206
2575,199748879.15364343
2576,199865964.94471613
2577,200252729.72289586
2578,198601425.81020918
2579,200351367.37744963
2580,200192939.89149147
2581,200260517.5350675
2582,201133130.82012862
2583,200281856.07385463
2584,199888362.7828465
2585,200182035.42320693
2586,200364608.30846018
2587,200258537.39489877
2588,200529724.71393603
2589,199726978.64599225
2590,199932674.71664026
2591,200076879.47554445
2592,199963014.04175422
2593,200179649.31070355
2594,200130474.7935773
2595,200655423.19085547
2596,200088535.42365515
2597,200765698.37309375
2598,199544998.85729393
2599,200071796.76102948
2600,199903690.6886531
2601,199434609.21442854
2602,199643587.0548114
2603,200133172.8306137
2604,200211249.79422155
2605,200090570.50178275
2606,199794579.76081252
2607,199806360.38531542
2608,200407701.94873065
2609,199934944.24884027
2610,200306225.95178136
2611,200788268.57022583
2612,200021360.7510798
2613,199826765.08906263
2614,199909849.11197174
2615,199844064.4585358
2616,199802927.35431504
2617,200642872.5015781
2618,200825177.59855103
2619,200112859.44323182
2620,200109214.1010469
2621,199947537.12177458
2622,199825875.18465224
2623,199750437.598113
2624,199841517.2061794
2625,199806859.3289495
2626,199663154.17840362
2627,200370735.4299478
2628,199547928.09334898
2629,200219193.19062632
2630,200360728.4672089
2631,200238879.8664882
2632,200094684.88780624
2633,199978288.2674856
2634,199988832.3963415
2635,199650859.56374106
2636,200529428.9835948
2637,199850111.0250949
2638,199686782.39067894
2639,199764565.79452136
